Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,hour,weekday,month,is_weekend
2005-02-13 08:00:00,2.8,275.0,11.9,424.0,149.0,8.7,83.7,0.9423,8,6,2,1
2005-02-13 09:00:00,3.3,275.0,13.4,522.0,155.0,9.5,82.4,0.976,9,6,2,1
2005-02-13 10:00:00,3.2,275.0,13.0,492.0,158.0,11.0,78.2,1.022,10,6,2,1
2005-02-13 11:00:00,3.3,275.0,11.2,492.0,188.0,14.1,67.9,1.0859,11,6,2,1
2005-02-13 12:00:00,1.5,275.0,5.5,204.0,154.0,16.3,56.6,1.0422,12,6,2,1
2005-02-13 13:00:00,1.2,275.0,4.9,142.0,107.0,18.7,48.0,1.0259,13,6,2,1
2005-02-13 14:00:00,1.1,275.0,6.5,118.0,92.0,19.5,39.3,0.882,14,6,2,1
2005-02-13 15:00:00,1.7,275.0,8.4,126.0,106.0,19.9,34.1,0.782,15,6,2,1
2005-02-13 16:00:00,1.0,275.0,4.4,115.0,90.0,19.4,32.4,0.7239,16,6,2,1
2005-02-13 17:00:00,1.0,275.0,4.3,137.0,100.0,17.1,35.8,0.6944,17,6,2,1
2005-02-13 18:00:00,2.6,275.0,11.6,212.0,132.0,15.5,40.7,0.7103,18,6,2,1
2005-02-13 19:00:00,2.5,275.0,9.0,354.0,211.0,14.8,42.8,0.7182,19,6,2,1
2005-02-13 20:00:00,2.1,275.0,7.8,331.0,179.0,13.9,43.8,0.6937,20,6,2,1
2005-02-13 21:00:00,1.0,275.0,3.7,141.0,116.0,13.7,42.9,0.6687,21,6,2,1
2005-02-13 22:00:00,1.3,275.0,5.3,228.0,143.0,12.5,47.8,0.6877,22,6,2,1
2005-02-13 23:00:00,1.5,275.0,5.6,228.0,142.0,11.8,53.4,0.7366,23,6,2,1
2005-02-14 00:00:00,1.4,275.0,5.3,203.0,135.0,10.9,55.9,0.7312,0,0,2,0
2005-02-14 01:00:00,1.6,275.0,6.0,215.0,136.0,10.1,58.9,0.7301,1,0,2,0
2005-02-14 02:00:00,1.1,275.0,4.0,142.0,109.0,9.8,61.2,0.7413,2,0,2,0
2005-02-14 03:00:00,0.7,275.0,2.8,104.0,85.5,8.4,67.1,0.7411,3,0,2,0
2005-02-14 04:00:00,0.5,275.0,1.8,66.0,62.0,8.3,67.2,0.7382,4,0,2,0
2005-02-14 05:00:00,0.4,275.0,1.5,54.0,49.0,7.7,68.9,0.728,5,0,2,0
2005-02-14 06:00:00,0.7,275.0,2.9,121.0,81.0,6.9,70.0,0.6997,6,0,2,0
2005-02-14 07:00:00,0.7,275.0,2.2,141.0,104.0,9.0,37.3,0.4297,7,0,2,0
2005-02-14 08:00:00,2.3,275.0,11.4,388.0,176.0,9.4,44.9,0.5296,8,0,2,0
2005-02-14 09:00:00,2.5,275.0,9.5,366.0,193.0,10.3,45.4,0.5666,9,0,2,0
2005-02-14 10:00:00,1.7,275.0,11.6,254.0,168.0,11.5,39.6,0.5372,10,0,2,0
2005-02-14 11:00:00,2.5,275.0,33.9,164.0,123.0,11.7,36.9,0.506,11,0,2,0
2005-02-14 12:00:00,2.1,275.0,7.6,142.0,111.0,11.8,36.2,0.4999,12,0,2,0
2005-02-14 13:00:00,1.1,275.0,7.0,162.0,120.0,12.0,38.7,0.5402,13,0,2,0
2005-02-14 14:00:00,1.3,275.0,6.9,177.0,123.0,13.7,30.3,0.4724,14,0,2,0
2005-02-14 15:00:00,1.1,275.0,5.8,157.0,115.0,12.6,30.6,0.4443,15,0,2,0
2005-02-14 16:00:00,1.1,275.0,5.2,162.0,120.0,13.0,27.4,0.4085,16,0,2,0
2005-02-14 17:00:00,1.4,275.0,6.4,209.0,140.0,13.6,22.7,0.3529,17,0,2,0
2005-02-14 18:00:00,2.3,275.0,11.9,304.0,185.0,11.8,23.0,0.3171,18,0,2,0
2005-02-14 19:00:00,4.2,275.0,17.4,484.0,212.0,10.7,19.9,0.2547,19,0,2,0
2005-02-14 20:00:00,3.5,275.0,14.7,399.0,200.0,10.4,18.0,0.2269,20,0,2,0
2005-02-14 21:00:00,3.0,275.0,10.0,390.0,191.0,9.7,20.6,0.2488,21,0,2,0
2005-02-14 22:00:00,1.7,275.0,6.6,287.0,169.0,9.4,24.8,0.2923,22,0,2,0
2005-02-14 23:00:00,1.6,275.0,6.6,202.0,139.0,8.8,31.2,0.3533,23,0,2,0
2005-02-15 00:00:00,1.0,275.0,3.1,126.0,102.0,8.7,31.2,0.3521,0,1,2,0
2005-02-15 01:00:00,0.8,275.0,2.2,87.0,76.0,8.5,30.4,0.3391,1,1,2,0
2005-02-15 02:00:00,0.6,275.0,1.3,59.0,56.0,8.0,32.9,0.353,2,1,2,0
2005-02-15 03:00:00,0.4,275.0,1.1,45.0,43.0,7.1,37.4,0.3799,3,1,2,0
2005-02-15 04:00:00,0.35,275.0,0.5,31.0,30.0,6.9,39.1,0.3901,4,1,2,0
2005-02-15 05:00:00,0.3,275.0,0.5,28.0,28.0,6.9,39.8,0.3966,5,1,2,0
2005-02-15 06:00:00,0.4,275.0,1.3,64.0,56.0,6.1,40.8,0.3868,6,1,2,0
2005-02-15 07:00:00,0.5,275.0,2.5,123.0,94.0,6.0,41.5,0.3896,7,1,2,0
2005-02-15 08:00:00,1.5,275.0,6.7,363.0,196.0,6.1,39.9,0.3781,8,1,2,0
2005-02-15 09:00:00,2.1,275.0,8.0,416.0,220.0,6.5,39.5,0.3865,9,1,2,0
2005-02-15 10:00:00,1.6,275.0,5.3,286.0,168.0,9.4,32.7,0.3855,10,1,2,0
2005-02-15 11:00:00,1.0,275.0,3.3,198.0,133.0,11.3,24.9,0.3318,11,1,2,0
2005-02-15 12:00:00,1.2,275.0,4.4,216.0,134.0,12.8,19.8,0.2933,12,1,2,0
2005-02-15 13:00:00,1.3,275.0,5.5,211.0,138.0,12.3,19.3,0.274,13,1,2,0
2005-02-15 14:00:00,1.4,275.0,4.8,199.0,135.0,12.0,19.3,0.2716,14,1,2,0
2005-02-15 15:00:00,1.0,275.0,3.5,161.0,111.0,11.9,19.2,0.2677,15,1,2,0
2005-02-15 16:00:00,1.4,275.0,4.9,218.0,124.0,12.1,20.7,0.2906,16,1,2,0
2005-02-15 17:00:00,1.5,275.0,6.6,252.0,158.0,11.5,22.1,0.2987,17,1,2,0
2005-02-15 18:00:00,2.4,275.0,12.3,337.0,181.0,10.4,23.1,0.2905,18,1,2,0
2005-02-15 19:00:00,2.8,275.0,14.1,357.0,185.0,9.5,25.2,0.2996,19,1,2,0
2005-02-15 20:00:00,3.1,275.0,14.2,410.0,187.0,8.9,26.9,0.3069,20,1,2,0
2005-02-15 21:00:00,3.1,275.0,11.6,445.0,196.0,8.2,30.1,0.327,21,1,2,0
2005-02-15 22:00:00,2.0,275.0,8.2,314.0,174.0,7.4,31.8,0.3287,22,1,2,0
2005-02-15 23:00:00,2.1,275.0,9.2,366.0,182.0,6.6,37.5,0.3664,23,1,2,0
2005-02-16 00:00:00,1.9,275.0,8.3,336.0,182.0,6.3,40.1,0.3842,0,2,2,0
2005-02-16 01:00:00,2.5,275.0,10.7,387.0,193.0,5.2,44.2,0.3943,1,2,2,0
2005-02-16 02:00:00,2.0,275.0,8.0,320.0,174.0,4.4,47.5,0.4017,2,2,2,0
2005-02-16 03:00:00,1.4,275.0,5.9,278.5,158.0,4.0,49.1,0.4019,3,2,2,0
2005-02-16 04:00:00,1.1,275.0,4.5,237.0,142.0,3.3,52.2,0.4074,4,2,2,0
2005-02-16 05:00:00,0.8,275.0,3.8,224.0,137.0,3.2,52.4,0.4071,5,2,2,0
2005-02-16 06:00:00,0.9,275.0,5.1,237.0,140.0,3.6,51.7,0.4123,6,2,2,0
2005-02-16 07:00:00,1.6,275.0,8.8,454.0,201.0,3.5,54.2,0.4297,7,2,2,0
2005-02-16 08:00:00,3.6,275.0,16.1,854.0,288.0,5.2,48.3,0.4304,8,2,2,0
2005-02-16 09:00:00,3.3,275.0,13.4,758.0,260.0,7.8,37.6,0.3994,9,2,2,0
2005-02-16 10:00:00,2.1,275.0,9.0,428.0,206.0,8.9,33.8,0.385,10,2,2,0
2005-02-16 11:00:00,1.3,275.0,5.0,205.0,98.0,9.1,33.0,0.3827,11,2,2,0
2005-02-16 12:00:00,1.1,275.0,4.3,205.0,138.0,9.1,34.5,0.3994,12,2,2,0
2005-02-16 13:00:00,1.5,275.0,6.3,226.0,139.0,9.6,31.3,0.3763,13,2,2,0
2005-02-16 14:00:00,1.5,275.0,6.0,199.0,137.0,8.5,36.3,0.4026,14,2,2,0
2005-02-16 15:00:00,1.6,275.0,5.7,253.0,155.0,9.3,34.6,0.405,15,2,2,0
2005-02-16 16:00:00,1.5,275.0,5.6,259.0,155.0,8.9,37.9,0.4318,16,2,2,0
2005-02-16 17:00:00,1.6,275.0,7.0,252.0,148.0,8.2,41.8,0.4563,17,2,2,0
2005-02-16 18:00:00,2.2,275.0,9.5,313.0,153.0,7.4,44.5,0.4582,18,2,2,0
2005-02-16 19:00:00,3.4,275.0,15.9,433.0,171.0,7.0,43.4,0.4366,19,2,2,0
2005-02-16 20:00:00,5.6,275.0,24.7,611.0,227.0,6.6,43.4,0.4241,20,2,2,0
2005-02-16 21:00:00,5.2,275.0,16.8,626.0,251.0,5.9,44.3,0.4137,21,2,2,0
2005-02-16 22:00:00,2.8,275.0,10.7,408.0,216.0,5.0,46.6,0.4099,22,2,2,0
2005-02-16 23:00:00,2.4,275.0,8.3,357.0,200.0,5.8,40.3,0.374,23,2,2,0
2005-02-17 00:00:00,2.7,275.0,11.0,375.0,192.0,5.4,43.8,0.3945,0,3,2,0
2005-02-17 01:00:00,2.6,275.0,7.4,326.0,187.0,5.7,42.1,0.3883,1,3,2,0
2005-02-17 02:00:00,2.3,275.0,7.9,326.0,173.0,5.7,42.1,0.3885,2,3,2,0
2005-02-17 03:00:00,1.0,275.0,3.6,199.0,118.5,5.8,42.9,0.399,3,3,2,0
2005-02-17 04:00:00,0.6,275.0,1.7,72.0,64.0,5.7,46.6,0.4298,4,3,2,0
2005-02-17 05:00:00,0.5,275.0,1.0,49.0,46.0,6.9,45.0,0.4499,5,3,2,0
2005-02-17 06:00:00,0.5,275.0,1.1,59.0,51.0,6.9,42.2,0.4224,6,3,2,0
2005-02-17 07:00:00,1.0,275.0,4.0,220.0,115.0,6.4,43.8,0.423,7,3,2,0
2005-02-17 08:00:00,2.6,275.0,9.7,602.0,238.0,6.6,44.6,0.4383,8,3,2,0
2005-02-17 09:00:00,2.7,275.0,10.6,485.0,202.0,7.7,42.1,0.444,9,3,2,0
2005-02-17 10:00:00,1.8,275.0,5.4,295.0,167.0,10.1,36.7,0.4536,10,3,2,0
2005-02-17 11:00:00,1.2,275.0,3.9,217.0,139.0,9.0,41.4,0.4775,11,3,2,0
2005-02-17 12:00:00,1.3,275.0,4.4,236.0,147.0,8.7,42.5,0.4787,12,3,2,0
2005-02-17 13:00:00,1.4,275.0,5.0,196.0,130.0,8.3,47.8,0.5238,13,3,2,0
2005-02-17 14:00:00,1.8,275.0,6.8,233.0,143.0,8.9,45.5,0.5208,14,3,2,0
2005-02-17 15:00:00,1.3,275.0,4.8,207.0,143.0,8.9,46.1,0.5256,15,3,2,0
2005-02-17 16:00:00,1.4,275.0,5.0,198.0,136.0,9.0,44.9,0.5173,16,3,2,0
2005-02-17 17:00:00,1.4,275.0,5.2,212.0,143.0,9.3,42.3,0.4974,17,3,2,0
2005-02-17 18:00:00,2.4,275.0,10.0,280.0,177.0,8.4,45.2,0.4977,18,3,2,0
2005-02-17 19:00:00,2.8,275.0,11.1,315.0,198.0,7.6,47.8,0.5013,19,3,2,0
2005-02-17 20:00:00,3.3,275.0,12.9,378.0,200.0,7.4,47.2,0.4871,20,3,2,0
2005-02-17 21:00:00,2.5,275.0,7.8,320.0,191.0,7.4,46.9,0.4854,21,3,2,0
2005-02-17 22:00:00,2.1,275.0,6.3,265.0,169.0,6.9,48.2,0.4832,22,3,2,0
2005-02-17 23:00:00,1.2,275.0,2.8,129.0,106.0,7.1,47.9,0.4867,23,3,2,0
2005-02-18 00:00:00,1.2,275.0,3.3,129.0,105.0,6.9,48.7,0.4874,0,4,2,0
2005-02-18 01:00:00,1.3,275.0,3.1,172.0,130.0,6.8,48.2,0.4792,1,4,2,0
2005-02-18 02:00:00,1.0,275.0,2.1,100.0,82.0,6.3,49.6,0.4787,2,4,2,0
2005-02-18 03:00:00,0.8,275.0,1.9,74.5,63.5,5.6,52.9,0.4855,3,4,2,0
2005-02-18 04:00:00,0.6000000000000001,275.0,0.7,49.0,45.0,6.4,49.8,0.4814,4,4,2,0
2005-02-18 05:00:00,0.4,275.0,0.8,36.0,35.0,6.9,48.1,0.4796,5,4,2,0
2005-02-18 06:00:00,0.5,275.0,1.3,79.0,60.0,6.4,50.2,0.485,6,4,2,0
2005-02-18 07:00:00,0.7,275.0,1.8,128.0,90.0,6.4,50.7,0.4886,7,4,2,0
2005-02-18 08:00:00,2.1,275.0,7.9,456.0,205.0,6.9,48.8,0.4903,8,4,2,0
2005-02-18 09:00:00,2.5,275.0,9.8,477.0,199.0,8.4,44.6,0.4922,9,4,2,0
2005-02-18 10:00:00,2.0,275.0,7.4,342.0,153.0,10.8,37.1,0.4794,10,4,2,0
2005-02-18 11:00:00,1.4,275.0,5.3,254.0,163.0,11.2,36.2,0.4818,11,4,2,0
2005-02-18 12:00:00,1.3,275.0,4.8,231.0,152.0,11.8,34.4,0.4758,12,4,2,0
2005-02-18 13:00:00,1.4,275.0,5.6,213.0,146.0,11.5,33.1,0.4479,13,4,2,0
2005-02-18 14:00:00,1.6,275.0,6.6,208.0,146.0,10.9,32.6,0.426,14,4,2,0
2005-02-18 15:00:00,1.7,275.0,6.7,270.0,134.0,11.3,31.7,0.4249,15,4,2,0
2005-02-18 16:00:00,1.8,275.0,8.4,276.0,164.0,11.6,30.9,0.4223,16,4,2,0
2005-02-18 17:00:00,2.4,275.0,10.3,375.0,141.0,11.1,32.2,0.4243,17,4,2,0
2005-02-18 18:00:00,2.8,275.0,12.6,395.0,204.0,9.7,36.0,0.4333,18,4,2,0
2005-02-18 19:00:00,3.3,275.0,16.0,421.0,210.0,8.5,39.0,0.4336,19,4,2,0
2005-02-18 20:00:00,4.8,275.0,17.6,632.0,250.0,8.3,40.3,0.4411,20,4,2,0
2005-02-18 21:00:00,2.8,275.0,10.1,424.0,202.0,8.0,41.3,0.4448,21,4,2,0
2005-02-18 22:00:00,2.4,275.0,9.8,369.0,190.0,7.0,44.2,0.4446,22,4,2,0
2005-02-18 23:00:00,2.9,275.0,11.5,484.0,236.0,5.4,51.8,0.4698,23,4,2,0
2005-02-19 00:00:00,2.7,275.0,8.2,456.0,250.0,4.1,55.0,0.4558,0,5,2,1
2005-02-19 01:00:00,2.1,275.0,6.8,373.0,219.0,3.1,57.8,0.4462,1,5,2,1
2005-02-19 02:00:00,1.5,275.0,4.3,228.0,156.0,3.1,56.7,0.4388,2,5,2,1
2005-02-19 03:00:00,1.2,275.0,3.9,172.5,127.0,2.2,59.6,0.4333,3,5,2,1
2005-02-19 04:00:00,0.9,275.0,2.6,117.0,98.0,2.3,58.9,0.4317,4,5,2,1
2005-02-19 05:00:00,0.8,275.0,2.4,108.0,89.0,1.9,60.0,0.4276,5,5,2,1
2005-02-19 06:00:00,0.8,275.0,2.3,126.0,104.0,1.9,60.3,0.4293,6,5,2,1
2005-02-19 07:00:00,1.1,275.0,4.5,235.0,148.0,0.9,64.6,0.4294,7,5,2,1
2005-02-19 08:00:00,1.9,275.0,8.5,339.0,194.0,0.6,65.0,0.4231,8,5,2,1
2005-02-19 09:00:00,2.5,275.0,9.0,399.0,231.0,2.1,59.9,0.4338,9,5,2,1
2005-02-19 10:00:00,2.2,275.0,5.7,346.0,200.0,3.1,57.2,0.4402,10,5,2,1
2005-02-19 11:00:00,2.1,275.0,6.9,407.0,217.0,4.2,54.0,0.4483,11,5,2,1
2005-02-19 12:00:00,2.3,275.0,6.4,393.0,210.0,7.4,43.8,0.4538,12,5,2,1
2005-02-19 13:00:00,1.2,275.0,3.5,166.0,126.0,11.2,34.5,0.4586,13,5,2,1
2005-02-19 14:00:00,1.2,275.0,3.7,157.0,118.0,13.8,32.4,0.5084,14,5,2,1
2005-02-19 15:00:00,1.1,275.0,2.9,141.0,114.0,12.4,34.9,0.5002,15,5,2,1
2005-02-19 16:00:00,1.1,275.0,3.4,144.0,117.0,12.8,31.9,0.4684,16,5,2,1
2005-02-19 17:00:00,1.4,275.0,5.3,191.0,140.0,13.5,29.1,0.4486,17,5,2,1
2005-02-19 18:00:00,1.7,275.0,7.3,255.0,168.0,11.6,33.3,0.454,18,5,2,1
2005-02-19 19:00:00,2.5,275.0,10.0,379.0,202.0,10.9,34.9,0.4568,19,5,2,1
2005-02-19 20:00:00,2.7,275.0,12.3,427.0,211.0,10.4,37.3,0.4708,20,5,2,1
2005-02-19 21:00:00,3.1,275.0,11.8,509.0,231.0,9.7,39.7,0.4792,21,5,2,1
2005-02-19 22:00:00,2.8,275.0,10.4,459.0,214.0,9.1,41.9,0.4857,22,5,2,1
2005-02-19 23:00:00,1.9,275.0,7.7,293.0,181.0,9.3,41.9,0.4927,23,5,2,1
2005-02-20 00:00:00,1.9,275.0,7.5,269.0,173.0,9.4,44.7,0.5279,0,6,2,1
2005-02-20 01:00:00,1.7,275.0,6.1,244.0,169.0,8.5,45.8,0.5108,1,6,2,1
2005-02-20 02:00:00,2.2,275.0,8.3,293.0,174.0,7.8,50.0,0.53,2,6,2,1
2005-02-20 03:00:00,1.6,275.0,5.1,235.0,152.0,7.7,49.7,0.5242,3,6,2,1
2005-02-20 04:00:00,1.5,275.0,4.9,177.0,130.0,8.2,46.9,0.5099,4,6,2,1
2005-02-20 05:00:00,0.8,275.0,1.9,81.0,72.0,8.4,48.6,0.5375,5,6,2,1
2005-02-20 06:00:00,0.5,275.0,1.0,42.0,40.0,8.0,54.7,0.5883,6,6,2,1
2005-02-20 07:00:00,0.5,275.0,1.1,61.0,56.0,7.8,55.7,0.5914,7,6,2,1
2005-02-20 08:00:00,0.7,275.0,1.5,101.0,81.0,8.0,53.8,0.5796,8,6,2,1
2005-02-20 09:00:00,0.7,275.0,1.6,98.0,81.0,8.8,50.7,0.5752,9,6,2,1
2005-02-20 10:00:00,0.9,275.0,2.3,114.0,88.0,10.1,47.6,0.587,10,6,2,1
2005-02-20 11:00:00,1.0,275.0,2.5,118.0,94.0,10.6,45.8,0.5838,11,6,2,1
2005-02-20 12:00:00,1.1,275.0,2.5,120.0,97.0,9.1,56.2,0.6515,12,6,2,1
2005-02-20 13:00:00,1.1,275.0,2.8,151.0,112.0,7.9,66.5,0.7124,13,6,2,1
2005-02-20 14:00:00,1.0,275.0,2.4,131.0,104.0,8.0,65.0,0.6991,14,6,2,1
2005-02-20 15:00:00,1.1,275.0,3.3,145.0,107.0,8.4,61.0,0.6721,15,6,2,1
2005-02-20 16:00:00,1.3,275.0,3.2,156.0,114.0,8.6,57.3,0.6429,16,6,2,1
2005-02-20 17:00:00,1.2,275.0,2.8,151.0,115.0,8.4,56.3,0.6227,17,6,2,1
2005-02-20 18:00:00,1.3,275.0,3.4,173.0,127.0,8.0,57.7,0.6222,18,6,2,1
2005-02-20 19:00:00,1.1,275.0,2.9,154.0,119.0,7.1,62.6,0.6341,19,6,2,1
2005-02-20 20:00:00,1.5,275.0,4.6,221.0,149.0,7.4,59.3,0.6123,20,6,2,1
2005-02-20 21:00:00,1.4,275.0,3.8,193.0,140.0,7.7,56.9,0.5994,21,6,2,1
2005-02-20 22:00:00,1.1,275.0,3.1,130.0,105.0,7.7,54.4,0.5753,22,6,2,1
2005-02-20 23:00:00,1.3,275.0,3.7,156.0,116.0,7.7,53.0,0.5572,23,6,2,1
2005-02-21 00:00:00,1.4,275.0,3.3,148.0,112.0,6.7,62.8,0.6188,0,0,2,0
2005-02-21 01:00:00,1.1,275.0,2.1,93.0,80.0,6.6,61.9,0.6056,1,0,2,0
2005-02-21 02:00:00,0.8,275.0,1.2,66.0,59.0,5.7,70.3,0.6498,2,0,2,0
2005-02-21 03:00:00,0.6,275.0,0.7,52.0,47.5,4.5,79.2,0.6751,3,0,2,0
2005-02-21 04:00:00,0.55,275.0,0.5,38.0,36.0,4.0,81.5,0.6712,4,0,2,0
2005-02-21 05:00:00,0.5,275.0,1.0,50.0,49.0,3.9,81.5,0.6653,5,0,2,0
2005-02-21 06:00:00,0.6,275.0,2.1,77.0,63.0,3.3,84.3,0.6617,6,0,2,0
2005-02-21 07:00:00,1.2,275.0,5.5,183.0,123.0,4.2,80.9,0.6742,7,0,2,0
2005-02-21 08:00:00,2.2,275.0,10.9,256.0,164.0,5.1,75.0,0.6646,8,0,2,0
2005-02-21 09:00:00,2.9,275.0,13.3,355.0,218.0,4.6,77.6,0.6651,9,0,2,0
2005-02-21 10:00:00,2.9,275.0,9.6,491.0,254.0,3.8,84.3,0.6811,10,0,2,0
2005-02-21 11:00:00,2.0,275.0,7.0,387.0,210.0,6.2,77.4,0.7383,11,0,2,0
2005-02-21 12:00:00,1.7,275.0,6.6,384.0,208.0,7.7,67.6,0.7133,12,0,2,0
2005-02-21 13:00:00,2.2,275.0,9.3,368.0,204.0,8.1,64.8,0.7039,13,0,2,0
2005-02-21 14:00:00,1.8,275.0,7.9,258.0,172.0,8.1,64.0,0.6942,14,0,2,0
2005-02-21 15:00:00,1.6,275.0,6.9,231.0,157.0,6.9,71.3,0.7118,15,0,2,0
2005-02-21 16:00:00,1.9,275.0,8.6,290.0,181.0,7.0,73.7,0.7425,16,0,2,0
2005-02-21 17:00:00,2.2,275.0,10.0,335.0,194.0,7.3,70.0,0.7195,17,0,2,0
2005-02-21 18:00:00,2.2,275.0,8.8,293.0,193.0,5.8,77.8,0.7223,18,0,2,0
2005-02-21 19:00:00,4.9,275.0,20.2,526.0,252.0,5.4,80.9,0.7293,19,0,2,0
2005-02-21 20:00:00,6.3,275.0,19.7,607.0,283.0,5.5,79.8,0.7261,20,0,2,0
2005-02-21 21:00:00,2.7,275.0,7.1,326.0,208.0,5.6,74.0,0.6808,21,0,2,0
2005-02-21 22:00:00,1.4,275.0,4.4,188.0,143.0,5.6,71.9,0.6604,22,0,2,0
2005-02-21 23:00:00,1.2,275.0,2.9,163.0,124.0,6.4,70.7,0.6848,23,0,2,0
2005-02-22 00:00:00,0.8,275.0,2.1,102.0,89.0,6.3,70.1,0.6733,0,1,2,0
2005-02-22 01:00:00,0.8,275.0,2.1,95.0,85.0,4.4,80.5,0.6825,1,1,2,0
2005-02-22 02:00:00,0.7,275.0,1.1,71.0,66.0,3.9,83.1,0.6787,2,1,2,0
2005-02-22 03:00:00,0.4,275.0,0.6,58.5,56.0,2.5,86.6,0.6407,3,1,2,0
2005-02-22 04:00:00,0.4,275.0,0.5,46.0,46.0,3.4,85.4,0.6736,4,1,2,0
2005-02-22 05:00:00,0.5,275.0,1.0,62.0,60.0,3.3,84.5,0.6608,5,1,2,0
2005-02-22 06:00:00,0.9,275.0,2.6,170.0,117.0,3.4,84.5,0.664,6,1,2,0
2005-02-22 07:00:00,1.5,275.0,6.7,313.0,178.0,3.4,84.5,0.6677,7,1,2,0
2005-02-22 08:00:00,3.8,275.0,16.7,687.0,295.0,4.1,82.7,0.682,8,1,2,0
2005-02-22 09:00:00,5.4,275.0,24.0,757.0,243.0,4.6,80.3,0.6889,9,1,2,0
2005-02-22 10:00:00,3.5,275.0,15.0,559.0,255.0,6.1,74.0,0.7025,10,1,2,0
2005-02-22 11:00:00,1.7,275.0,6.9,286.0,201.0,9.1,58.4,0.6787,11,1,2,0
2005-02-22 12:00:00,2.0,275.0,9.1,324.0,208.0,11.4,48.9,0.658,12,1,2,0
2005-02-22 13:00:00,2.1,275.0,10.0,316.0,212.0,8.3,64.4,0.7072,13,1,2,0
2005-02-22 14:00:00,3.0,275.0,12.9,407.0,238.0,6.5,71.0,0.6903,14,1,2,0
2005-02-22 15:00:00,2.1,275.0,9.0,305.0,201.0,6.6,71.1,0.6973,15,1,2,0
2005-02-22 16:00:00,2.5,275.0,10.9,360.0,218.0,7.4,69.3,0.7165,16,1,2,0
2005-02-22 17:00:00,2.2,275.0,7.9,339.0,222.0,6.4,70.6,0.6834,17,1,2,0
2005-02-22 18:00:00,2.4,275.0,10.2,304.0,206.0,5.8,72.5,0.6718,18,1,2,0
2005-02-22 19:00:00,3.6,275.0,13.2,397.0,251.0,5.6,71.6,0.6556,19,1,2,0
2005-02-22 20:00:00,2.6,275.0,8.1,270.0,190.0,4.2,77.8,0.6491,20,1,2,0
2005-02-22 21:00:00,2.7,275.0,8.5,339.0,218.0,4.3,79.5,0.6648,21,1,2,0
2005-02-22 22:00:00,1.4,275.0,3.6,190.0,150.0,4.5,75.5,0.6429,22,1,2,0
2005-02-22 23:00:00,0.9,275.0,2.6,126.0,111.0,4.4,77.1,0.6523,23,1,2,0
2005-02-23 00:00:00,1.5,275.0,4.3,189.0,142.0,4.2,78.2,0.6506,0,2,2,0
2005-02-23 01:00:00,1.1,275.0,3.2,146.0,119.0,4.0,79.3,0.6517,1,2,2,0
2005-02-23 02:00:00,0.8,275.0,1.8,98.0,87.0,3.9,78.7,0.643,2,2,2,0
2005-02-23 03:00:00,0.6,275.0,1.4,86.5,78.5,3.5,80.6,0.6403,3,2,2,0
2005-02-23 04:00:00,0.6,275.0,1.2,75.0,70.0,3.2,82.8,0.6426,4,2,2,0
2005-02-23 05:00:00,0.6,275.0,0.7,77.0,68.0,4.1,76.0,0.6304,5,2,2,0
2005-02-23 06:00:00,0.6,275.0,1.0,72.0,66.0,4.2,75.9,0.6311,6,2,2,0
2005-02-23 07:00:00,0.7,275.0,2.2,152.0,117.0,4.5,76.3,0.648,7,2,2,0
2005-02-23 08:00:00,1.7,275.0,7.7,337.0,197.0,4.4,79.1,0.6687,8,2,2,0
2005-02-23 09:00:00,1.9,275.0,6.2,360.0,198.0,4.3,79.8,0.6706,9,2,2,0
2005-02-23 10:00:00,1.4,275.0,3.8,243.0,167.0,3.1,83.0,0.6419,10,2,2,0
2005-02-23 11:00:00,1.3,275.0,3.6,277.0,180.0,2.8,83.9,0.6326,11,2,2,0
2005-02-23 12:00:00,1.2,275.0,3.7,266.0,169.0,3.9,79.5,0.6482,12,2,2,0
2005-02-23 13:00:00,1.9,275.0,8.3,317.0,210.0,5.1,74.5,0.6621,13,2,2,0
2005-02-23 14:00:00,2.5,275.0,10.1,375.0,232.0,5.7,72.5,0.6686,14,2,2,0
2005-02-23 15:00:00,2.3,275.0,9.9,349.0,223.0,5.6,74.6,0.6826,15,2,2,0
2005-02-23 16:00:00,2.3,275.0,9.2,377.0,224.0,5.4,75.9,0.6875,16,2,2,0
2005-02-23 17:00:00,2.5,275.0,10.3,403.0,238.0,4.9,78.2,0.6826,17,2,2,0
2005-02-23 18:00:00,2.8,275.0,11.4,422.0,249.0,4.8,79.0,0.6845,18,2,2,0
2005-02-23 19:00:00,2.7,275.0,11.7,388.0,223.0,4.8,78.6,0.6826,19,2,2,0
2005-02-23 20:00:00,3.1,275.0,12.6,431.0,244.0,4.6,78.2,0.6686,20,2,2,0
2005-02-23 21:00:00,2.9,275.0,11.4,425.0,243.0,4.2,79.7,0.6647,21,2,2,0
2005-02-23 22:00:00,2.6,275.0,9.6,391.0,226.0,4.3,78.9,0.6621,22,2,2,0
2005-02-23 23:00:00,1.5,275.0,4.6,231.0,167.0,4.2,77.9,0.6479,23,2,2,0
2005-02-24 00:00:00,1.6,275.0,4.7,248.0,172.0,3.2,83.0,0.645,0,3,2,0
2005-02-24 01:00:00,1.1,275.0,2.6,142.0,120.0,5.1,74.5,0.6626,1,3,2,0
